pid,name,district,district_en,metro,metro_en,x_coord,y_coord
BX10030074,茜坑地铁站C口,龙华区,Longhua District,茜坑,Qiankeng,12694408.472702838,2595797.384958894
BX10030078,茜坑地铁站D口,龙华区,Longhua District,茜坑,Qiankeng,12694359.48150841,2595614.386874316
BX10030077,茜坑地铁站E口,龙华区,Longhua District,茜坑,Qiankeng,12694410.706711434,2595603.639025104
BX10030076,茜坑地铁站B口,龙华区,Longhua District,茜坑,Qiankeng,12694441.68679242,2595964.139862698
BX10030080,长湖地铁站A口,龙华区,Longhua District,长湖,Zhanghu,12694965.112163097,2597530.100400686
BX10030083,长湖地铁站C口,龙华区,Longhua District,长湖,Zhanghu,12694871.203279665,2597531.2917374545
BX10030084,长湖地铁站D口,龙华区,Longhua District,长湖,Zhanghu,12694789.085470662,2597392.2661064295
BX10030082,长湖地铁站B口,龙华区,Longhua District,长湖,Zhanghu,12694984.1100787,2597637.3101938213
BX10030079,长湖地铁站E1口,龙华区,Longhua District,长湖,Zhanghu,12694793.87458638,2597217.80132488
BX10030081,长湖地铁站E2口,龙华区,Longhua District,长湖,Zhanghu,12694813.873467475,2597294.4826056818
BX10030087,观澜地铁站C口,龙华区,Longhua District,观澜,Guanlan,12695844.087604895,2597913.600714694
BX10030094,观澜湖地铁站C口,龙华区,Longhua District,观澜湖,Guanlanhu,12698237.105971217,2598700.3826290965
BX10030088,观澜地铁站B口,龙华区,Longhua District,观澜,Guanlan,12696014.622374734,2598012.6659747255
BX10030089,观澜地铁站A口,龙华区,Longhua District,观澜,Guanlan,12696051.424433112,2597978.2067777915
BX10030098,观澜湖地铁站B口,龙华区,Longhua District,观澜湖,Guanlanhu,12698455.104661478,2598773.1473728614
BX10030085,观澜地铁站E口,龙华区,Longhua District,观澜,Guanlan,12695992.504340647,2597910.4000574597
BX10030086,观澜地铁站D口,龙华区,Longhua District,观澜,Guanlan,12695879.554550724,2597858.0285661407
BX10030097,观澜湖地铁站A口,龙华区,Longhua District,观澜湖,Guanlanhu,12698472.357314928,2598724.626925295
BX10030095,观澜湖地铁站D口,龙华区,Longhua District,观澜湖,Guanlanhu,12698244.786735782,2598657.5420033205
BX10030096,观澜湖地铁站E口,龙华区,Longhua District,观澜湖,Guanlanhu,12698298.200150618,2598668.1011845716
BX10030105,松元厦地铁站D1口,龙华区,Longhua District,松元厦,Songyuansha,12696995.132249646,2598629.091886676
BX10030160,松元厦地铁站B口,龙华区,Longhua District,松元厦,Songyuansha,12697104.571874162,2598681.520678009
BX10030102,松元厦地铁站E1口,龙华区,Longhua District,松元厦,Songyuansha,12696985.124574305,2598594.4807019387
BX10030106,松元厦地铁站C口,龙华区,Longhua District,松元厦,Songyuansha,12697036.058926826,2598671.7368175494
BX10030100,松元厦地铁站A2口,龙华区,Longhua District,松元厦,Songyuansha,12697150.959196584,2598580.219100418
BX10030099,松元厦地铁站E2口,龙华区,Longhua District,松元厦,Songyuansha,12697049.85655789,2598570.968859779
BX10030103,松元厦地铁站D2口,龙华区,Longhua District,松元厦,Songyuansha,12697035.839936791,2598614.66798595
BX10030104,松元厦地铁站A1口,龙华区,Longhua District,松元厦,Songyuansha,12697086.112796828,2598612.536146742
BX10030108,牛湖地铁站A口,龙华区,Longhua District,牛湖,Niuhu,12699878.453928389,2599085.1309717936
BX10030107,牛湖地铁站B口,龙华区,Longhua District,牛湖,Niuhu,12699875.890179595,2599127.120460575
BX10030109,牛湖地铁站C口,龙华区,Longhua District,牛湖,Niuhu,12699683.1444585,2599050.948617949
BX10030110,牛湖地铁站D口,龙华区,Longhua District,牛湖,Niuhu,12699709.870211344,2599014.1360096657
BX10027330,荔湾地铁站A口,南山区,Nanshan District,荔湾,Liwan,12678018.1885347,2571688.414578476
BX10027456,荔湾地铁站C口,南山区,Nanshan District,荔湾,Liwan,12677995.446862364,2571819.7408370227
BX10027329,荔湾地铁站B口,南山区,Nanshan District,荔湾,Liwan,12678103.545672271,2571774.838481878
BX10027325,铁路公园地铁站A口,南山区,Nanshan District,铁路公园,Tielugongyuan,12677668.08995972,2572356.9872638187
BX10027323,铁路公园地铁站C口,南山区,Nanshan District,铁路公园,Tielugongyuan,12677573.56927241,2572429.1117332117
BX10027829,铁路公园地铁站D口,南山区,Nanshan District,铁路公园,Tielugongyuan,12677637.775956197,2572318.774232236
BX10027324,铁路公园地铁站B口,南山区,Nanshan District,铁路公园,Tielugongyuan,12677626.512412278,2572427.213333684
BX10027332,妈湾地铁站A口,南山区,Nanshan District,妈湾,Mawan,12677150.729975404,2573064.4582998874
BX10027333,妈湾地铁站C口,南山区,Nanshan District,妈湾,Mawan,12677189.980108188,2572889.764168954
BX10027830,妈湾地铁站D口,南山区,Nanshan District,妈湾,Mawan,12677268.57422552,2572812.9417974814
BX10027327,前湾公园地铁站A口,南山区,Nanshan District,前湾公园,Qianwangongyuan,12677590.65166324,2573842.095114548
BX10027326,前湾公园地铁站C口,南山区,Nanshan District,前湾公园,Qianwangongyuan,12677638.344002588,2574045.291146898
BX10027331,前湾地铁站B口,南山区,Nanshan District,前湾,Qianwan,12678330.919091113,2574699.5598237906
BX10027948,前湾地铁站D口,南山区,Nanshan District,前湾,Qianwan,12678191.290814936,2574812.556285421
BX10027811,前湾地铁站F口,南山区,Nanshan District,前湾,Qianwan,12678202.999606892,2574669.395690894
BX10027947,前湾地铁站E1口,南山区,Nanshan District,前湾,Qianwan,12678136.357647436,2574745.0530643403
BX10027946,前湾地铁站E2口,南山区,Nanshan District,前湾,Qianwan,12678160.31746106,2574722.8875765596
BX10027827,桂湾地铁站A口,南山区,Nanshan District,桂湾,Guiwan,12678557.929167364,2575851.4611390987
BX10027322,桂湾地铁站E口,南山区,Nanshan District,桂湾,Guiwan,12678429.01693188,2575851.6769277584
BX10027321,桂湾地铁站D口,南山区,Nanshan District,桂湾,Guiwan,12678475.248885473,2575986.6643102504
BX10027826,桂湾地铁站C口,南山区,Nanshan District,桂湾,Guiwan,12678485.830078688,2576050.1784991687
BX10027828,桂湾地铁站B口,南山区,Nanshan District,桂湾,Guiwan,12678556.58512778,2575972.2175544505
BX10018589,临海地铁站A口,宝安区,Baoan District,临海,Linhai,12677525.460002026,2577440.0036463724
BX10018590,临海地铁站B2口,宝安区,Baoan District,临海,Linhai,12677569.498376938,2577248.7573564555
BX10018591,临海地铁站B1口,宝安区,Baoan District,临海,Linhai,12677605.942724712,2577298.9157066997
BX10018602,宝华地铁站B2口,宝安区,Baoan District,宝华,Baohua,12677178.86640659,2578035.6598438155
BX10018600,宝华地铁站A1口,宝安区,Baoan District,宝华,Baohua,12677103.289036183,2577951.114285147
BX10018603,宝华地铁站D口,宝安区,Baoan District,宝华,Baohua,12677038.739095999,2577990.8394031688
BX10018599,宝华地铁站C口,宝安区,Baoan District,宝华,Baohua,12677050.775406018,2578055.451748519
BX10018598,宝华地铁站A2口,宝安区,Baoan District,宝华,Baohua,12677146.43147832,2577949.9409309183
BX10018601,宝华地铁站B1口,宝安区,Baoan District,宝华,Baohua,12677111.084918406,2578082.8573136856
BX10018661,翻身地铁站C口,宝安区,Baoan District,翻身,Fanshen,12678024.097236026,2579289.4208645904
BX10018663,翻身地铁站A口,宝安区,Baoan District,翻身,Fanshen,12677967.937811837,2579165.60866079
BX10018662,翻身地铁站B口,宝安区,Baoan District,翻身,Fanshen,12678054.968437538,2579248.9327296275
BX10018628,灵芝地铁站A1口,宝安区,Baoan District,灵芝,Lingzhi,12679166.039352613,2580275.600209028
BX10018629,灵芝地铁站C1口,宝安区,Baoan District,灵芝,Lingzhi,12679303.700473646,2580457.6023701895
BX10018627,灵芝地铁站B2口,宝安区,Baoan District,灵芝,Lingzhi,12679265.05582312,2580370.2145842835
BX10018594,洪浪北地铁站A口,宝安区,Baoan District,洪浪北,Honglangbei,12679880.780651668,2580943.839661077
BX10018592,洪浪北地铁站D口,宝安区,Baoan District,洪浪北,Honglangbei,12679854.387737874,2580975.312457222
BX10018595,洪浪北地铁站B口,宝安区,Baoan District,洪浪北,Honglangbei,12680021.520424008,2581073.486466323
BX10018593,洪浪北地铁站C口,宝安区,Baoan District,洪浪北,Honglangbei,12679912.508206861,2581083.5394893694
BX10018625,兴东地铁站D口,宝安区,Baoan District,兴东,Xingdong,12680802.889152626,2581866.0814523594
BX10018624,兴东地铁站B口,宝安区,Baoan District,兴东,Xingdong,12680937.455004847,2581928.8969221804
BX10018626,兴东地铁站A口,宝安区,Baoan District,兴东,Xingdong,12680890.60130765,2581835.7509016297
BX10018623,兴东地铁站C口,宝安区,Baoan District,兴东,Xingdong,12680913.633364776,2581973.883091532
BX10018586,留仙洞地铁站B口,南山区,Nanshan District,留仙洞,Liuxiandong,12683696.522218805,2581760.583020191
BX10018587,留仙洞地铁站A口,南山区,Nanshan District,留仙洞,Liuxiandong,12683543.542486459,2581674.9338491852
BX10018588,留仙洞地铁站C口,南山区,Nanshan District,留仙洞,Liuxiandong,12683524.858863834,2581754.4127610694
BX10021755,西丽地铁站C口,南山区,Nanshan District,西丽,Xili,12684824.308407461,2581665.1413144995
BX10021756,西丽地铁站D口,南山区,Nanshan District,西丽,Xili,12684836.744232742,2581855.0986820254
BX10018621,西丽地铁站A口,南山区,Nanshan District,西丽,Xili,12684659.156444523,2581710.6204681112
BX10021754,西丽地铁站B口,南山区,Nanshan District,西丽,Xili,12684756.292503254,2581686.6417887337
BX10021905,西丽地铁站E口,南山区,Nanshan District,西丽,Xili,12684780.509447377,2581868.6150722415
BX10021765,西丽湖地铁站D口,南山区,Nanshan District,西丽湖,Xilihu,12686205.3180591,2583313.1215137937
BX10021766,西丽湖地铁站B口,南山区,Nanshan District,西丽湖,Xilihu,12685976.912208823,2583297.2409335044
BX10021767,西丽湖地铁站A口,南山区,Nanshan District,西丽湖,Xilihu,12686151.104645599,2583335.818383445
BX10018622,西丽地铁站F口,南山区,Nanshan District,西丽,Xili,12684637.813018186,2581787.4611896453
BX10018631,大学城地铁站C口,南山区,Nanshan District,大学城,Daxuecheng,12686035.423792092,2582012.919902093
BX10018632,大学城地铁站B口,南山区,Nanshan District,大学城,Daxuecheng,12686122.638361331,2581903.216514245
BX10018630,大学城地铁站D口,南山区,Nanshan District,大学城,Daxuecheng,12685911.331928417,2581968.778022005
BX10018639,塘朗地铁站A口,南山区,Nanshan District,塘朗,Tanglang,12689818.63946024,2582775.456442687
BX10018637,塘朗地铁站C口,南山区,Nanshan District,塘朗,Tanglang,12689873.814141259,2582958.2801732626
BX10018638,塘朗地铁站D口,南山区,Nanshan District,塘朗,Tanglang,12689753.12159573,2582874.0464875605
BX10018640,塘朗地铁站B口,南山区,Nanshan District,塘朗,Tanglang,12689884.927333353,2582798.867185028
BX10018645,长岭陂地铁站A1口,南山区,Nanshan District,长岭陂,Zhanglingbei,12691061.436262332,2583862.087263933
BX10018644,长岭陂地铁站C口,南山区,Nanshan District,长岭陂,Zhanglingbei,12691043.43548246,2584060.3520422955
BX10018647,长岭陂地铁站A2口,南山区,Nanshan District,长岭陂,Zhanglingbei,12691069.759853842,2583940.0646493426
BX10018646,长岭陂地铁站D口,南山区,Nanshan District,长岭陂,Zhanglingbei,12690961.16167968,2583913.772573169
BX10018656,民治地铁站D口,龙华区,Longhua District,民治,Minzhi,12694346.379321648,2586220.678854445
BX10018654,民治地铁站A口,龙华区,Longhua District,民治,Minzhi,12694403.944338014,2586104.8973009773
BX10018655,民治地铁站B口,龙华区,Longhua District,民治,Minzhi,12694451.39053037,2586122.621036586
BX10018658,坂田地铁站C口,龙岗区,Longgang District,坂田,Bantian,12697794.166976836,2587404.470012178
BX10018657,坂田地铁站A口,龙岗区,Longgang District,坂田,Bantian,12697652.881057806,2587307.10513368
BX10018659,坂田地铁站D口,龙岗区,Longgang District,坂田,Bantian,12697688.362428796,2587434.1528509334
BX10018660,坂田地铁站B口,龙岗区,Longgang District,坂田,Bantian,12697811.97243983,2587332.8200409347
BX10018618,杨美地铁站C口,龙岗区,Longgang District,杨美,Yangmei,12698819.96230872,2587292.911366504
BX10018617,杨美地铁站B口,龙岗区,Longgang District,杨美,Yangmei,12698818.854015943,2587214.050786889
BX10018620,杨美地铁站A口,龙岗区,Longgang District,杨美,Yangmei,12698656.685698893,2587244.099512608
BX10018619,杨美地铁站D口,龙岗区,Longgang District,杨美,Yangmei,12698689.514493292,2587314.8519452773
BX10018652,上水径地铁站C口,龙岗区,Longgang District,上水径,Shangshuijing,12701672.398535306,2586647.7433160073
BX10018653,上水径地铁站E口,龙岗区,Longgang District,上水径,Shangshuijing,12701567.42015031,2586707.996172274
BX10018596,下水径地铁站A口,龙岗区,Longgang District,下水径,Xiashuijing,12702135.29876642,2585894.7125228373
BX10018597,下水径地铁站C口,龙岗区,Longgang District,下水径,Xiashuijing,12702210.099029267,2585745.60454258
BX10018635,长龙地铁站A口,龙岗区,Longgang District,长龙,Changlong,12702450.358113088,2585029.4382710885
BX10018634,长龙地铁站B口,龙岗区,Longgang District,长龙,Changlong,12702542.553121798,2584958.366541067
BX10019577,长龙地铁站C2出口,龙岗区,Longgang District,长龙,Changlong,12702585.024564227,2584991.795076539
BX10018636,长龙地铁站C1口,龙岗区,Longgang District,长龙,Changlong,12702549.015149422,2585019.861721774
BX10018649,百鸽笼地铁站A口,龙岗区,Longgang District,百鸽笼,Baigelong,12704347.139875358,2583556.732847984
BX10018651,百鸽笼地铁站C口,龙岗区,Longgang District,百鸽笼,Baigelong,12704444.639130434,2583433.289043439
BX10018648,百鸽笼地铁站D口,龙岗区,Longgang District,百鸽笼,Baigelong,12704393.653967172,2583565.9576079785
BX10018650,百鸽笼地铁站B口,龙岗区,Longgang District,百鸽笼,Baigelong,12704303.758113688,2583406.3363801646
BX10018642,布心地铁站D口,罗湖区,Luohu District,布心,Buxin,12705288.806028392,2581826.804359568
BX10018643,布心地铁站A口,罗湖区,Luohu District,布心,Buxin,12705161.725162894,2581846.737132672
BX10018641,布心地铁站B口,罗湖区,Luohu District,布心,Buxin,12705212.278816482,2581640.7955584233
BX10018605,太安地铁站B口,罗湖区,Luohu District,太安,Taian,12705018.653736297,2580682.873998478
BX10018606,太安地铁站E口,罗湖区,Luohu District,太安,Taian,12705226.598717729,2580993.1153109637
BX10018607,太安地铁站C口,罗湖区,Luohu District,太安,Taian,12705106.230688179,2580732.310187743
BX10018604,太安地铁站A口,罗湖区,Luohu District,太安,Taian,12705127.082270207,2580927.3837412656
BX10018608,太安地铁站D口,罗湖区,Luohu District,太安,Taian,12705212.545626946,2580911.8456344185
BX10018610,怡景地铁站A口,罗湖区,Luohu District,怡景,Yijing,12705411.055906657,2578698.2273708754
BX10018612,怡景地铁站C口,罗湖区,Luohu District,怡景,Yijing,12705514.59972059,2578699.118761455
BX10018611,怡景地铁站B口,罗湖区,Luohu District,怡景,Yijing,12705479.343667993,2578654.1027946495
BX10018609,怡景地铁站D口,罗湖区,Luohu District,怡景,Yijing,12705423.546433799,2578798.7715264778
BX10029413,溪头地铁站A口,宝安区,Baoan District,溪头,Xitou,12671857.565552333,2605182.6901673633
BX10029410,溪头地铁站B口,宝安区,Baoan District,溪头,Xitou,12671712.578150623,2605133.6376704224
BX10029412,溪头地铁站D口,宝安区,Baoan District,溪头,Xitou,12671905.005675126,2605127.8688619817
BX10033480,溪头地铁站C1口,宝安区,Baoan District,溪头,Xitou,12671726.867776643,2605089.8541767634
BX10033479,溪头地铁站C2口,宝安区,Baoan District,溪头,Xitou,12671747.963019257,2605096.776283361
BX10029389,薯田埔地铁站A口,光明区,Guangming District,薯田埔,Shutianpu,12675216.020825801,2605966.1095677605
BX10029388,薯田埔地铁站D口,光明区,Guangming District,薯田埔,Shutianpu,12675235.545884466,2605897.5786387534
BX10029387,薯田埔地铁站C口,光明区,Guangming District,薯田埔,Shutianpu,12675100.461514438,2605843.196241393
BX10029390,薯田埔地铁站B口,光明区,Guangming District,薯田埔,Shutianpu,12675060.522021653,2605901.920512045
BX10029448,合水口地铁站A口,光明区,Guangming District,合水口,Heshuikou,12676729.610606283,2605981.717933523
BX10029451,合水口地铁站D口,光明区,Guangming District,合水口,Heshuikou,12676678.325830434,2605923.3736982923
BX10029450,合水口地铁站C口,光明区,Guangming District,合水口,Heshuikou,12676532.814785095,2605984.5541905924
BX10029449,合水口地铁站B口,光明区,Guangming District,合水口,Heshuikou,12676559.905798493,2606053.0173745602
BX10029399,公明广场地铁站A口,光明区,Guangming District,公明广场,Gongmingguangchang,12677901.088142494,2605498.977579149
BX10029400,公明广场地铁站D口,光明区,Guangming District,公明广场,Gongmingguangchang,12677900.090834131,2605401.936579891
BX10029398,公明广场地铁站C口,光明区,Guangming District,公明广场,Gongmingguangchang,12677685.988404289,2605494.4082955318
BX10029401,公明广场地铁站B口,光明区,Guangming District,公明广场,Gongmingguangchang,12677716.745916637,2605562.6184331854
BX10029434,红花山地铁站C口,光明区,Guangming District,红花山,Honghuashan,12679439.782695591,2605565.9063925855
BX10029435,红花山地铁站E1口,光明区,Guangming District,红花山,Honghuashan,12679683.241915302,2605467.956941427
BX10029550,红花山地铁站A2口,光明区,Guangming District,红花山,Honghuashan,12679657.399845593,2605562.9539602
BX10029433,红花山地铁站E2口,光明区,Guangming District,红花山,Honghuashan,12679631.570512334,2605436.229243523
BX10029430,红花山地铁站D口,光明区,Guangming District,红花山,Honghuashan,12679540.912888177,2605502.7581555257
BX10029436,红花山地铁站A1口,光明区,Guangming District,红花山,Honghuashan,12679656.844801,2605532.658970451
BX10029432,红花山地铁站B1口,光明区,Guangming District,红花山,Honghuashan,12679586.460754855,2605539.679689463
BX10029431,红花山地铁站B2口,光明区,Guangming District,红花山,Honghuashan,12679629.223480022,2605578.2909769947
BX10029428,楼村地铁站D口,光明区,Guangming District,楼村,Loucun,12681421.985999916,2605287.873637713
BX10029426,楼村地铁站A口,光明区,Guangming District,楼村,Loucun,12681412.968658766,2605350.0419567567
BX10029427,楼村地铁站C口,光明区,Guangming District,楼村,Loucun,12681276.762528688,2605265.4553648
BX10029429,楼村地铁站B口,光明区,Guangming District,楼村,Loucun,12681266.85429215,2605328.2274208646
BX10029405,科学公园地铁站C口,光明区,Guangming District,科学公园,Kexuegongyuan,12682455.53988235,2605460.333624752
BX10029403,科学公园地铁站B口,光明区,Guangming District,科学公园,Kexuegongyuan,12682455.313757613,2605522.6138587077
BX10029404,科学公园地铁站A口,光明区,Guangming District,科学公园,Kexuegongyuan,12682608.919417363,2605527.5657028267
BX10029402,科学公园地铁站D口,光明区,Guangming District,科学公园,Kexuegongyuan,12682610.14653548,2605465.525248786
BX10029445,光明地铁站A口,光明区,Guangming District,光明,Guangming,12683810.686707627,2604699.3379249373
BX10029446,光明地铁站C口,光明区,Guangming District,光明,Guangming,12683738.077445494,2604912.871516879
BX10029447,光明地铁站D口,光明区,Guangming District,光明,Guangming,12683742.537135726,2604697.666817707
BX10029417,光明大街地铁站A口,光明区,Guangming District,光明大街,Guangmingdajie,12683464.87701878,2603499.2969098063
BX10029415,光明大街地铁站B口,光明区,Guangming District,光明大街,Guangmingdajie,12683605.067671958,2603711.3087061606
BX10029414,光明大街地铁站D口,光明区,Guangming District,光明大街,Guangmingdajie,12683415.841202572,2603531.130901856
BX10029416,光明大街地铁站C口,光明区,Guangming District,光明大街,Guangmingdajie,12683544.248627907,2603749.8065129323
BX10029452,凤凰城地铁站A口,光明区,Guangming District,凤凰城,Fenghuangcheng,12682394.689342132,2601778.5552465557
BX10029455,凤凰城地铁站D口,光明区,Guangming District,凤凰城,Fenghuangcheng,12682327.167317959,2601809.6682272875
BX10029453,凤凰城地铁站B口,光明区,Guangming District,凤凰城,Fenghuangcheng,12682486.558259306,2601930.586353847
BX10029454,凤凰城地铁站C口,光明区,Guangming District,凤凰城,Fenghuangcheng,12682437.835618442,2601987.498262857
BX10029373,长圳地铁站A口,光明区,Guangming District,长圳,Zhangzhen,12682236.436499465,2599222.246966556
BX10029376,长圳地铁站D口,光明区,Guangming District,长圳,Zhangzhen,12682168.801165354,2599212.931181924
BX10029374,长圳地铁站C口,光明区,Guangming District,长圳,Zhangzhen,12682144.650443407,2599391.5384677625
BX10029375,长圳地铁站B口,光明区,Guangming District,长圳,Zhangzhen,12682211.285150565,2599402.907639942
BX10029379,上屋地铁站D口,宝安区,Baoan District,上屋,Shangwu,12683092.330830015,2594762.981449313
BX10029378,上屋地铁站B口,宝安区,Baoan District,上屋,Shangwu,12682957.207655387,2594894.5838491702
BX10029377,上屋地铁站C1口,宝安区,Baoan District,上屋,Shangwu,12682945.08856369,2594848.0414694315
BX10029556,上屋地铁站C2口,宝安区,Baoan District,上屋,Shangwu,12683000.138517618,2594817.668177523
BX10029384,官田地铁站D口,宝安区,Baoan District,官田,Guantian,12684345.332273975,2594097.9673252176
BX10029383,官田地铁站B口,宝安区,Baoan District,官田,Guantian,12684294.755256528,2594142.9532913016
BX10029382,官田地铁站C口,宝安区,Baoan District,官田,Guantian,12684199.71974847,2594104.322310759
BX10029553,阳台山东地铁站A口,龙华区,Longhua District,阳台山东,Yangtaishandong,12688848.817328434,2592311.1405633003
BX10029554,阳台山东地铁站B口,龙华区,Longhua District,阳台山东,Yangtaishandong,12689005.723458055,2592214.61984511
BX10029552,阳台山东地铁站C1口,龙华区,Longhua District,阳台山东,Yangtaishandong,12688974.182811862,2592302.8916954165
BX10029555,阳台山东地铁站C2口,龙华区,Longhua District,阳台山东,Yangtaishandong,12689020.710387925,2592273.068576916
BX10029407,元芬地铁站C口,龙华区,Longhua District,元芬,Yuanfen,12690383.671082178,2590893.3932700655
BX10029408,元芬地铁站A口,龙华区,Longhua District,元芬,Yuanfen,12690525.918787664,2590771.4769371822
BX10029406,元芬地铁站D口,龙华区,Longhua District,元芬,Yuanfen,12690462.960198473,2590764.688403014
BX10029409,元芬地铁站B口,龙华区,Longhua District,元芬,Yuanfen,12690406.43150538,2590934.203831074
BX10033523,元芬地铁站出入口,龙华区,Longhua District,元芬,Yuanfen,12690435.642292054,2590805.301323458
BX10029442,上芬地铁站A口,龙华区,Longhua District,上芬,Shangfen,12691779.502110055,2588867.5122018615
BX10029441,上芬地铁站B口,龙华区,Longhua District,上芬,Shangfen,12691691.097020937,2589005.1482655546
BX10029443,上芬地铁站D口,龙华区,Longhua District,上芬,Shangfen,12691723.20082235,2588836.33616454
BX10029444,上芬地铁站C口,龙华区,Longhua District,上芬,Shangfen,12691637.683288753,2588980.716752149
BX10029385,梅林关地铁站B口,龙华区,Longhua District,梅林关,Meilinguan,12695750.908541193,2583491.4229905857
BX10029386,梅林关地铁站A口,龙华区,Longhua District,梅林关,Meilinguan,12695864.535378536,2583290.5729615483
BX10029397,翰岭地铁站B口,福田区,Futian District,翰岭,Hanling,12697469.150780268,2580980.3713242277
BX10029395,翰岭地铁站A1口,福田区,Futian District,翰岭,Hanling,12697603.760014774,2580927.8652590388
BX10029396,翰岭地铁站A2口,福田区,Futian District,翰岭,Hanling,12697570.385262527,2580938.519478401
BX10021859,银湖地铁站D口,罗湖区,Luohu District,银湖,Yinhu,12699777.25482536,2580297.861148286
BX10021860,银湖地铁站B口,罗湖区,Luohu District,银湖,Yinhu,12699927.928123562,2580142.5441024625
BX10029380,八卦岭地铁站E口,福田区,Futian District,八卦岭,Bagualing,12700363.327090846,2579220.7932580994
BX10021780,八卦岭地铁站A口,福田区,Futian District,八卦岭,Bagualing,12700393.835685477,2579381.703167253
BX10021778,八卦岭地铁站B口,福田区,Futian District,八卦岭,Bagualing,12700548.880602537,2579432.187747008
BX10029381,八卦岭地铁站F口,福田区,Futian District,八卦岭,Bagualing,12700273.101237744,2579384.6188936876
BX10021779,八卦岭地铁站D口,福田区,Futian District,八卦岭,Bagualing,12700327.448327584,2579464.8850537767
BX10021737,洪湖地铁站D口,罗湖区,Luohu District,洪湖,Honghu,12703555.25588017,2579991.4640265973
BX10021736,洪湖地铁站A口,罗湖区,Luohu District,洪湖,Honghu,12703420.330480203,2579859.09000299
BX10021735,洪湖地铁站C2口,罗湖区,Luohu District,洪湖,Honghu,12703563.7396191,2579851.8886144897
BX10021733,洪湖地铁站B口,罗湖区,Luohu District,洪湖,Honghu,12703490.357217632,2579926.18288722
BX10021734,洪湖地铁站C1口,罗湖区,Luohu District,洪湖,Honghu,12703512.66494336,2579849.784703656
BX10021908,笋岗地铁站A口,罗湖区,Luohu District,笋岗,Sungang,12702158.418147596,2579564.8046782105
BX10021776,笋岗地铁站E口,罗湖区,Luohu District,笋岗,Sungang,12702122.526828066,2579579.610624188
BX10021774,笋岗地铁站C2口,罗湖区,Luohu District,笋岗,Sungang,12702351.46846009,2579706.7944018007
BX10021775,笋岗地铁站D口,罗湖区,Luohu District,笋岗,Sungang,12702250.704710789,2579654.297581955
BX10021777,笋岗地铁站C1口,罗湖区,Luohu District,笋岗,Sungang,12702335.643706013,2579641.4527487447
BX10021726,黄木岗地铁站D口,福田区,Futian District,黄木岗,Huangmugang,12699425.070602395,2578537.848212766
BX10021725,黄木岗地铁站A口,福田区,Futian District,黄木岗,Huangmugang,12699593.297296382,2578643.5823814454
BX10021878,园岭地铁站C口,罗湖区,Luohu District,园岭,Yuanling,12701580.829670113,2578695.126487089
BX10021879,园岭地铁站D口,罗湖区,Luohu District,园岭,Yuanling,12701570.351396142,2578749.603535158
BX10029419,体育中心地铁站B口,福田区,Futian District,体育中心,Tiyuzhongxin,12700459.48299773,2578671.7480352493
BX10021728,黄木岗地铁站C口,福田区,Futian District,黄木岗,Huangmugang,12699468.253544927,2578792.9892604947
BX10021727,黄木岗地铁站B口,福田区,Futian District,黄木岗,Huangmugang,12699671.121605285,2578738.643593385
BX10021729,华强南地铁站B口,福田区,Futian District,华强南,Huaqiangnan,12699537.525872242,2576617.574284701
BX10021731,华强南地铁站D口,福田区,Futian District,华强南,Huaqiangnan,12699493.337576725,2576395.722857694
BX10021732,华强南地铁站C口,福田区,Futian District,华强南,Huaqiangnan,12699490.657224707,2576532.513191605
BX10021730,华强南地铁站A口,福田区,Futian District,华强南,Huaqiangnan,12699545.447688323,2576341.220222603
BX10021751,赤尾地铁站C口,福田区,Futian District,赤尾,Chiwei,12699253.113138504,2575885.9622191903
BX10021753,赤尾地铁站D口,福田区,Futian District,赤尾,Chiwei,12699170.621704102,2575885.4157365607
BX10021750,赤尾地铁站B口,福田区,Futian District,赤尾,Chiwei,12699217.048325403,2575808.013074311
BX10021752,赤尾地铁站A口,福田区,Futian District,赤尾,Chiwei,12699162.284249667,2575690.7901709494
BX10021749,赤尾地铁站E口,福田区,Futian District,赤尾,Chiwei,12699078.793936081,2575694.7067510365
BX10021906,皇岗口岸地铁站E口,福田区,Futian District,皇岗口岸,Huanggangkouan,12698064.97207242,2574635.785049151
BX10021772,皇岗口岸地铁站F口,福田区,Futian District,皇岗口岸,Huanggangkouan,12697994.53994215,2574629.241332953
BX10021918,皇岗村地铁站A口,福田区,Futian District,皇岗村,Huanggangcun,12696360.807649825,2574755.2997508324
BX10021921,皇岗村地铁站B2口,福田区,Futian District,皇岗村,Huanggangcun,12696655.483314028,2574761.5100308442
BX10021810,皇岗村地铁站E口,福田区,Futian District,皇岗村,Huanggangcun,12696323.000113443,2574796.585282878
BX10021806,皇岗村地铁站C2口,福田区,Futian District,皇岗村,Huanggangcun,12696687.17457595,2574800.378552949
BX10021807,皇岗村地铁站D口,福田区,Futian District,皇岗村,Huanggangcun,12696565.629157107,2574797.7026520236
BX10021919,皇岗村地铁站C1口,福田区,Futian District,皇岗村,Huanggangcun,12696643.026068099,2574800.215425661
BX10021920,皇岗村地铁站B1口,福田区,Futian District,皇岗村,Huanggangcun,12696616.450656591,2574762.0613838867
BX10021771,沙尾地铁站B口,福田区,Futian District,沙尾,Shawei,12694649.44461744,2574429.35328772
